airline_sentiment,airline_sentiment_confidence,negativereason,negativereason_confidence,airline,name,retweet_count,text,tweet_created,latitude,longitude,negative_score,positive_score,neutral_score,compound_score,NltkResult,TextBlob Polarity Score,Textblob PolarityResult sentiment,TextBlob Subjectivity Score,Textblob SubjectivityResult sentiment,Happy,Angry,Surprise,Sad,Fear,emotionResult
positive,0.6806,,0,Virgin America,flyfromNYC,0,virginamerica getaway deals lots cool cities bxiygt cheapflights farecompare,23-02-2015 06:57,36.83531485,-119.4899152,0,0.223,0.777,0.3182,positive,0.35,positive,0.35,Objective,0.5,0,0,0.5,0,happy
neutral,0.6529,,0,Virgin America,flyfromLAX,0,virginamerica getaway deals lots cool cities qdljhsloi cheapflights farecompare,23-02-2015 06:57,35.11228765,-118.8090774,0,0.223,0.777,0.3182,positive,0.35,positive,0.35,Objective,0.5,0,0,0.5,0,happy
positive,0.678,,0,Virgin America,Silvanabfer,0,virginamerica great week,23-02-2015 06:51,36.2431296,-119.3708149,0,0.672,0.328,0.6249,positive,0.8,positive,0.8,Very Subjective,1,0,0,0,0,happy
positive,0.3482,,0,Virgin America,AdamJdubs,0,virginamerica come back already need take horrible cold pleasecomeback glxfwpnqh,23-02-2015 06:07,38.14210937,-119.5753734,0.28,0,0.72,-0.5423,negative,-0.533333333,negative,-0.533333333,Very Objective,0,0,0.5,0,0.5,surprise
negative,1,Late Flight,1,Virgin America,nicholas_v,0,virginamerica concerned plane needs delayed tech stop,23-02-2015 05:15,37.72440529,-119.3084819,0.451,0,0.549,-0.4767,negative,0,neutral,0,Very Objective,0,0,0,1,0,sad
positive,1,,0,Virgin America,tstashajones,0,virginamerica best airline flown easy change reservation helpful representatives comfortable flying experience,23-02-2015 03:01,41.14875156,-120.0524779,0,0.623,0.377,0.9217,positive,0.611111111,positive,0.611111111,Subjective,0.5,0,0.25,0,0.25,happy
positive,1,,0,Virgin America,SkateMamas,0,virginamerica another kicked butt naelah represents team beautifully thank,23-02-2015 00:35,36.97733241,-119.552318,0,0.47,0.53,0.7351,positive,0.85,positive,0.85,Very Subjective,0,0,1,0,0,surprise
positive,1,,0,Virgin America,dngoo,0,virginamerica beautiful front design right cool still book ticket back secure,23-02-2015 00:21,37.05903798,-119.6353672,0,0.518,0.482,0.8225,positive,0.377142857,positive,0.377142857,Objective,0.4,0,0.2,0,0.4,happy
positive,1,,0,Virgin America,SamBrittenham,0,virginamerica love team running gate tonight waited delayed flight kept things entertaining,23-02-2015 00:06,40.96184811,-119.7673116,0.106,0.394,0.5,0.7351,positive,0.5,positive,0.5,Neutral,0.33,0,0.67,0,0,surprise
negative,0.6832,Customer Service Issue,0.3773,Virgin America,usagibrian,0,virginamerica another browser brand reputation built tech response cross browser compatible website,22-02-2015 22:39,34.67238802,-119.673571,0,0,1,0,neutral,0,neutral,0,Very Objective,0.2,0.2,0,0.4,0.2,sad
negative,1,Flight Booking Problems,0.6767,Virgin America,usagibrian,0,virginamerica flight flight booking problems site totally folks problem,22-02-2015 22:11,36.56177313,-119.6424819,0.448,0,0.552,-0.6887,negative,0,neutral,0,Very Objective,0,0,0,0,1,fear
negative,1,Customer Service Issue,0.6527,Virgin America,KindofLuke,0,virginamerica like customer service delay connecting passengers seems long,22-02-2015 21:56,37.57576972,-119.8635252,0.195,0.212,0.593,0.0516,positive,-0.05,negative,-0.05,Very Objective,0,0,0,0.5,0.5,sad
positive,1,,0,Virgin America,ptbrodie,0,virginamerica thanks outstanding crew moved mountains home francisco tonight,22-02-2015 20:23,36.91611753,-119.5063308,0,0.496,0.504,0.7845,positive,0.35,positive,0.35,Objective,0.5,0,0,0.5,0,happy
positive,1,,0,Virgin America,cheryleng,0,virginamerica absolute best team customer service ever every time delighted thank,22-02-2015 17:48,37.53635294,-119.733505,0,0.556,0.444,0.875,positive,0.633333333,positive,0.633333333,Subjective,0.25,0,0.5,0,0.25,surprise
neutral,1,,0,Virgin America,HishamSharaby,0,virginamerica provide complimentary upgrades first class available seats,22-02-2015 17:45,36.47479951,-118.7809969,0,0.293,0.707,0.4404,positive,0.316666667,positive,0.316666667,Objective,0,0,1,0,0,surprise
negative,0.6703,Customer Service Issue,0.6703,Virgin America,ChrisFordisHere,0,virginamerica need change flight scheduled hours wait time phone calling intern help,22-02-2015 17:14,34.56544466,-118.7844792,0,0.197,0.803,0.4019,positive,0,neutral,0,Very Objective,0,0,1,0,0,surprise
positive,1,,0,Virgin America,JKF1897,0,virginamerica completely awesome experience last month nonstop thanks awesome flight depart time vabeatsjblue,22-02-2015 16:18,37.79724475,-119.4761629,0,0.539,0.461,0.9133,positive,0.55,positive,0.55,Neutral,0,0,1,0,0,surprise
neutral,1,,0,Virgin America,F6x,0,virginamerica watch oscars flight,22-02-2015 16:05,37.92562289,-119.5907858,0,0,1,0,neutral,0,neutral,0,Very Objective,0,0,1,0,0,surprise
neutral,0.6535,,0,Virgin America,lawyang588,0,virginamerica flight cancelled flightled,22-02-2015 15:41,35.08534155,-118.8390357,0.4,0,0.6,-0.25,negative,0,neutral,0,Very Objective,0,0,0,0,0,Neutral
negative,1,Customer Service Issue,0.6448,Virgin America,melokudo,0,virginamerica failing customers check process link check,22-02-2015 15:40,36.14137496,-119.0244118,0.355,0,0.645,-0.5106,negative,0,neutral,0,Very Objective,0,0,0,0,0,Neutral
negative,1,Can't Tell,1,Virgin America,ChrysiChrysic,0,virginamerica fidifamilies terrible airline gave hotel hotline number said sorry,22-02-2015 15:06,36.99808814,-119.309841,0.346,0.102,0.551,-0.4767,negative,-0.75,negative,-0.75,Very Objective,0,0,0.2,0.2,0.6,fear
neutral,1,,0,Virgin America,nikkisixxfan93,0,virginamerica flight number cabo lucas arrived,22-02-2015 15:03,35.83498194,-119.5138955,0,0.206,0.794,0.0772,positive,0,neutral,0,Very Objective,0,0,0,0,1,fear
negative,1,Cancelled Flight,0.6875,Virgin America,ChrysiChrysic,0,virginamerica chrysichrysic assistance yesterday cancelled flightled flight give hotel hotline shame,22-02-2015 15:02,37.22914996,-119.7482782,0.362,0,0.638,-0.6249,negative,0,neutral,0,Very Objective,0,0,0,0,1,fear
negative,1,Late Flight,1,Virgin America,MOCBlogger,0,virginamerica another delayed flight likingyoulessandless,22-02-2015 14:49,35.03558609,-119.1001798,0.322,0,0.678,-0.2263,negative,0,neutral,0,Very Objective,0,0,0,0,0,Neutral
negative,1,Customer Service Issue,1,Virgin America,tfaz,0,virginamerica need register service first class ticket dulles phone queue hour longer advise,22-02-2015 14:39,40.91614005,-119.5262843,0,0,1,0,neutral,0.25,positive,0.25,Objective,0,0,0.5,0.25,0.25,surprise
positive,1,,0,Virgin America,lisaptv,1,virginamerica rock making watch oscars flight redcarpet oscars oscars,22-02-2015 14:32,31.92657605,-118.7773318,0,0,1,0,neutral,0,neutral,0,Very Objective,0,0,0.5,0.5,0,surprise
neutral,1,,0,Virgin America,dropapp,0,virginamerica reallytallchris dropped track zvpttrk,22-02-2015 14:31,34.85386026,-120.3425048,0,0,1,0,neutral,0,neutral,0,Very Objective,0,0,0,0,0,Neutral
positive,0.7011,,0,Virgin America,HollywoodHotMom,0,virginamerica always xoxo,22-02-2015 14:09,33.65888222,-119.3106882,0,0.667,0.333,0.6124,positive,0,neutral,0,Very Objective,0.5,0,0,0.5,0,happy
negative,1,Flight Booking Problems,1,Virgin America,GoShar2012,0,virginamerica cannot book seats flights even check creates much anxiety frustrated,22-02-2015 14:07,36.12150281,-119.5880741,0.336,0.138,0.526,-0.4588,negative,-0.25,negative,-0.25,Very Objective,0,0.5,0,0.5,0,angry
negative,0.6543,Flight Attendant Complaints,0.3562,Virgin America,MOCBlogger,0,virginamerica would think paying extra bucks luggage might afford hiring extra hand lame,22-02-2015 14:03,33.67705803,-118.7599647,0.165,0.188,0.647,0.1027,positive,-0.166666667,negative,-0.166666667,Very Objective,0,0.25,0.25,0,0.5,fear
positive,1,,0,Virgin America,SkateMamas,0,virginamerica best customer service world irmafromdallas takes cake,22-02-2015 13:55,34.40178962,-119.7556952,0,0.375,0.625,0.6369,positive,1,positive,1,Very Subjective,0,0,1,0,0,surprise
neutral,0.355,,0,Virgin America,FiDiFamilies,0,virginamerica find sooner midnight monday would great customer service,22-02-2015 13:49,35.45079601,-118.3727933,0,0.339,0.661,0.6249,positive,0.8,positive,0.8,Very Subjective,0.33,0,0.33,0,0.33,happy
negative,0.6889,Late Flight,0.6889,Virgin America,jarrydosborne,0,virginamerica please provide status flight cannot imagine time indicates dude weather dallas,22-02-2015 13:47,34.29674652,-118.6648207,0,0.173,0.827,0.3182,positive,0,neutral,0,Very Objective,0.33,0,0,0.33,0.33,happy
positive,1,,0,Virgin America,HollywoodHotMom,0,virginamerica amazing staff super helpful waltdisneyworld princesshalf spoiled comfort,22-02-2015 13:45,35.26892728,-119.2516132,0,0.722,0.278,0.9186,positive,0.466666667,positive,0.466666667,Neutral,0.33,0,0.33,0.33,0,happy
negative,1,Cancelled Flight,1,Virgin America,mlorenzen,0,virginamerica paid premium across country cancelled flight flight offer check upgrade love face,22-02-2015 13:29,35.8825098,-119.892962,0.116,0.244,0.64,0.4939,positive,0.5,positive,0.5,Neutral,0.33,0,0,0,0.67,fear
negative,0.679,Flight Booking Problems,0.3684,Virgin America,Tyler_Starrine,0,virginamerica question possible book seat infant giving option want seat,22-02-2015 13:23,34.6032457,-120.5270726,0,0.316,0.684,0.4019,positive,0,neutral,0,Very Objective,0,0,0,0,1,fear
positive,1,,0,Virgin America,jessicajaymes,2,always together welcome virginamerica jessicajaymes welcome,22-02-2015 12:49,36.49722783,-118.9820915,0,0.6,0.4,0.7184,positive,0.8,positive,0.8,Very Subjective,0.67,0,0,0.33,0,happy
positive,1,,0,Virgin America,livingfitly,0,virginamerica flight home sunset globe backtowinter back work refreshed vxvbctdlf,22-02-2015 12:35,37.62970575,-119.2387832,0,0,1,0,neutral,0,neutral,0,Very Objective,0,0,0,0.5,0.5,sad
negative,1,Damaged Luggage,0.6501,Virgin America,khartline,0,virginamerica understand need give answer damaged luggage policy,22-02-2015 12:34,34.39477364,-119.5648845,0.293,0,0.707,-0.4404,negative,0,neutral,0,Very Objective,0,0,0,0,1,fear
negative,1,Damaged Luggage,1,Virgin America,khartline,0,virginamerica mean policy destroyed luggage,22-02-2015 12:27,36.15181716,-119.9585059,0.444,0,0.556,-0.4939,negative,-0.3125,negative,-0.3125,Very Objective,0,0,0,0,1,fear
neutral,1,,0,Virgin America,MACRoxburgh,0,virginamerica special assistance travel alone kids infant priority boarding,22-02-2015 11:56,38.45680761,-119.2107342,0.171,0.231,0.598,0.1779,positive,0.357142857,positive,0.357142857,Objective,0.33,0,0.33,0.33,0,happy
positive,1,,0,Virgin America,paulnakada,0,virginamerica thank checking tickets purchased customer happy,22-02-2015 11:33,36.87325056,-118.9524114,0,0.554,0.446,0.7351,positive,0.8,positive,0.8,Very Subjective,0.5,0,0,0,0.5,happy
neutral,1,,0,Virgin America,wildcatdad,0,virginamerica website ever coming back online,22-02-2015 11:13,33.15013765,-119.4623403,0,0,1,0,neutral,0,neutral,0,Very Objective,0,0,1,0,0,surprise
neutral,0.6732,,0,Virgin America,RheaThurman1,0,virginamerica flight love field definitely cancelled flightled monday february,22-02-2015 11:10,39.41841068,-119.2850853,0.134,0.463,0.403,0.7096,positive,0.25,positive,0.25,Objective,0.33,0,0,0,0.67,fear
neutral,1,,0,Virgin America,Osiris91780,0,virginamerica flight time,22-02-2015 11:10,36.6068366,-120.0995294,0,0,1,0,neutral,0,neutral,0,Very Objective,0,0,0,0,0,Neutral
neutral,1,,0,Virgin America,HeatherWhoo,0,virginamerica drivers license expired little month friday morning using expired license,22-02-2015 11:10,36.29343659,-120.014672,0,0,1,0,neutral,-0.1875,negative,-0.1875,Very Objective,0,0,0,0,0,Neutral
negative,1,Customer Service Issue,0.6983,Virgin America,paulnakada,0,virginamerica problems flight booking problems site keeps giving error contact phone phone minute wait,22-02-2015 11:02,36.95306105,-118.5267271,0.395,0.117,0.488,-0.6908,negative,0,neutral,0,Very Objective,0,0,0.2,0.2,0.6,fear
negative,0.6593,Cancelled Flight,0.6593,Virgin America,RampantSmashing,0,virginamerica reschedule cancelled flightled flights online change button greyed,22-02-2015 11:01,39.3877614,-120.6054293,0.2,0,0.8,-0.25,negative,0,neutral,0,Very Objective,0,0,0,1,0,sad
negative,1,Flight Booking Problems,0.6556,Virgin America,intlwriter,0,virginamerica rang wait minutes book ticket vendor site,22-02-2015 10:38,36.1452737,-118.9301395,0,0,1,0,neutral,0,neutral,0,Very Objective,0,0,1,0,0,surprise
negative,1,Late Flight,0.3571,Virgin America,finslippy,0,virginamerica flight told today checked email tomorrow unacceptable,22-02-2015 10:30,32.02997512,-119.5341074,0.3,0,0.7,-0.4588,negative,0,neutral,0,Very Objective,0,0,0,1,0,sad
negative,1,Cancelled Flight,1,Virgin America,finslippy,0,virginamerica flight cancelled flighted stuck dallas called reschedule told could flight today,22-02-2015 10:29,32.22823501,-118.7514512,0.286,0,0.714,-0.4588,negative,0,neutral,0,Very Objective,0,0,0,0.5,0.5,sad
negative,1,Bad Flight,1,Virgin America,Gr8Fratsby,0,virginamerica pairings include wine white offered redwineisbetter,22-02-2015 10:19,37.03712374,-118.7914182,0,0,1,0,neutral,0,neutral,0,Very Objective,0,0,0,0,1,fear
negative,0.6517,Customer Service Issue,0.3371,Virgin America,sbaaronson,0,virginamerica website,22-02-2015 08:56,39.87302893,-119.0915692,0,0,1,0,neutral,0,neutral,0,Very Objective,0,0,0,0,0,Neutral
negative,0.68,Customer Service Issue,0.35,Virgin America,jonesbasf,0,virginamerica site seems little wonked right want look tried browsers qsqmmkf,22-02-2015 08:53,38.93082971,-118.5872062,0,0.094,0.906,0.0094,positive,0.049107143,positive,0.049107143,Very Objective,0,0,0,0.5,0.5,sad
negative,1,Customer Service Issue,0.7002,Virgin America,Gr8Fratsby,0,virginamerica disappointed agent designated silver status check line dulles airport closed assist pasengers,22-02-2015 05:51,35.20644193,-119.6957736,0.205,0,0.795,-0.4767,negative,-0.425,negative,-0.425,Very Objective,0.2,0,0,0.4,0.4,sad
neutral,1,,0,Virgin America,NewsSWA,0,virginamerica plans include austin dallas route topnews arab emirates aqzwecokk,22-02-2015 05:02,37.48880248,-119.2278831,0,0,1,0,neutral,0,neutral,0,Very Objective,0,0,0,0,0,Neutral
negative,1,Customer Service Issue,1,Virgin America,CSHangover,0,virginamerica normal receive reply central baggage baggageissues,22-02-2015 04:43,37.19237476,-120.6283755,0,0,1,0,neutral,0.075,positive,0.075,Very Objective,0,0,1,0,0,surprise
negative,1,longlines,0.6818,Virgin America,girlphotophilly,0,virginamerica logan airport waiting checkin flight checkin desk open,22-02-2015 03:39,37.17530006,-119.3184333,0,0,1,0,neutral,0,neutral,0,Very Objective,0,0,0.33,0,0.67,fear
neutral,1,,0,Virgin America,NewsSWA,0,virginamerica jump dallas austin market dallas news ewwgigdx,22-02-2015 03:32,37.83580947,-119.6424133,0,0,1,0,neutral,0,neutral,0,Very Objective,0,0,0.5,0,0.5,surprise
neutral,1,,0,Virgin America,NewsSWA,0,virginamerica beats views takes southwestair love investor business daily flwmgdahxu,22-02-2015 03:02,39.23813842,-118.1461082,0,0.318,0.682,0.6369,positive,0.25,positive,0.25,Objective,0.2,0,0.4,0,0.4,surprise
neutral,1,,0,Virgin America,Graemelodge5545,0,virginamerica lister show monday,22-02-2015 02:42,37.14875601,-119.1607616,0,0,1,0,neutral,0,neutral,0,Very Objective,0,0,0,0,0,Neutral
neutral,1,,0,Virgin America,NewsSWA,0,virginamerica begin dallas austin flights april ketr ssuvwwkyhh,22-02-2015 01:32,39.07490985,-119.307844,0,0,1,0,neutral,0,neutral,0,Very Objective,0,0,0,0,0,Neutral
negative,1,Can't Tell,0.663,Virgin America,Boards707,0,virginamerica congrats business united clincher,21-02-2015 21:32,35.24951416,-119.3625289,0,0.674,0.326,0.7351,positive,0,neutral,0,Very Objective,0,0,0,0,1,fear
negative,1,Customer Service Issue,0.6777,Virgin America,MikeWiener,0,virginamerica applied weeks heard back flying week disappointed,21-02-2015 21:28,38.48063026,-118.5000388,0.307,0,0.693,-0.4767,negative,-0.375,negative,-0.375,Very Objective,0,0,0,1,0,sad
neutral,0.6816,,0,Virgin America,khartline,0,virginamerica would love know policy damaged luggage,21-02-2015 20:41,32.97914276,-119.8523099,0.24,0.347,0.413,0.3182,positive,0.5,positive,0.5,Neutral,0.33,0,0,0,0.67,fear
positive,1,,0,Virgin America,simpasmore,0,virginamerica thank follow,21-02-2015 20:33,33.50898354,-119.2161964,0,0.556,0.444,0.3612,positive,0,neutral,0,Very Objective,0,0,0,0,0,Neutral
negative,1,Customer Service Issue,1,Virgin America,ChrysiChrysic,0,virginamerica many apologies worse airlines even respond cudtomers,21-02-2015 20:21,39.59854345,-118.7625787,0.307,0,0.693,-0.4767,negative,0.05,positive,0.05,Very Objective,0,0,0,1,0,sad
negative,1,Cancelled Flight,0.3709,Virgin America,ChrysiChrysic,0,virginamerica shame making people spend money stranded cities airlines landing reimburse,21-02-2015 20:11,36.08341322,-119.3763077,0.237,0,0.763,-0.4767,negative,0,neutral,0,Very Objective,0,0,0,0.5,0.5,sad
neutral,0.6701,,0,Virgin America,TTINAC11,0,virginamerica ttinac,21-02-2015 18:35,36.97936093,-118.4076181,0,0,1,0,neutral,0,neutral,0,Very Objective,0,0,0,0,0,Neutral
neutral,0.6942,,0,Virgin America,elaurawrr,0,virginamerica please flights choice southwest vegas,21-02-2015 18:29,33.94150337,-119.2408023,0,0.315,0.685,0.3182,positive,0,neutral,0,Very Objective,0,0.5,0,0.5,0,angry
negative,1,Customer Service Issue,0.7148,Virgin America,joyabsalon,0,virginamerica takes days confirmation email inquired weeks claim weeks,21-02-2015 18:29,34.70551585,-119.6358454,0,0,1,0,neutral,0,neutral,0,Very Objective,0.33,0,0.67,0,0,surprise
negative,0.6791,Cancelled Flight,0.6791,Virgin America,meladorri,0,virginamerica flight tomorrow cancelled flightled notification wait times hour rebook another airline,21-02-2015 18:11,37.77366205,-119.0832631,0.154,0,0.846,-0.25,negative,0,neutral,0,Very Objective,0,0,1,0,0,surprise
positive,0.3579,,0,Virgin America,miaerolinea,0,virginamerica match status another airline upgrade restr rhkamxvf pyalebgkjt,21-02-2015 18:09,40.60807054,-119.855053,0,0,1,0,neutral,0,neutral,0,Very Objective,0,0,0,0,0,Neutral
positive,1,,0,Virgin America,archiegips,0,virginamerica elevate gold,21-02-2015 18:02,34.34144674,-119.5328891,0,0,1,0,neutral,0,neutral,0,Very Objective,0,0,0,1,0,sad
neutral,0.653,,0,Virgin America,obiwantoby,0,virginamerica guys flights,21-02-2015 17:43,39.04513955,-119.5713635,0,0,1,0,neutral,0,neutral,0,Very Objective,0,0,0,0,0,Neutral
negative,1,Can't Tell,0.648,Virgin America,MarwaYousofzoy,0,virginamerica apologies thrown customers thanks nothing worst airline ever,21-02-2015 17:41,39.46372489,-120.0644559,0,0.469,0.531,0.7347,positive,-0.4,negative,-0.4,Very Objective,0,0,0.33,0.67,0,sad
negative,1,Flight Attendant Complaints,0.6729,Virgin America,TTINAC11,0,virginamerica flight stuff wrong nothing worst flight ever,21-02-2015 17:40,34.70681552,-119.0076281,0.25,0.266,0.484,0.05,positive,-0.75,negative,-0.75,Very Objective,0,0.33,0.33,0.33,0,angry
neutral,0.6743,,0,Virgin America,TheNotoriousLEX,0,virginamerica issue finding missing item plane help find airport plane headed next,21-02-2015 17:18,36.4176668,-119.0428148,0.148,0.181,0.671,0.128,positive,-0.1,negative,-0.1,Very Objective,0,0,0.25,0.25,0.5,fear
